Class	DocDB Family ID	Serial no.	Title	Publication date
negative	44531575	EP2542095B1	ACIDIFIED PROTEINACEOUS BEVERAGES AND COMPOSITIONS	2018-11-07
negative	44531575	ES2707816T3	Drinks and acidified protein compositions	2019-04-05
negative	44531575	JP2013521009A	The composition and protein beverages acidified	2013-06-10
negative	44531575	MX2012010168A	ACIDIFIED PROTEINACEOUS BEVERAGES AND COMPOSITIONS.	2012-10-03
negative	44531575	RU2012142331A	The acidified protein drinks and compositions	2014-04-10
negative	44531575	US20110217443A1	Acidified Proteinaceous Beverages and Compositions	2011-09-08
negative	44531575	US20170339987A1	ACIDIFIED PROTEINACEOUS BEVERAGES AND COMPOSITIONS	2017-11-30
negative	44531575	US20190191744A1	ACIDIFIED PROTEINACEOUS BEVERAGES AND COMPOSITIONS	2019-06-27
negative	44531575	WO2011109826A1	ACIDIFIED PROTEINACEOUS BEVERAGES AND COMPOSITIONS	2011-09-09
negative	44534509	BR112012032632A2	composição para melhorar o vigor sexual	2016-11-22
negative	44534509	CA2803360A1	COMPOSITION FOR IMPROVING SEXUAL WELLNESS	2011-12-29
negative	44534509	CN103037883A	Which is used for improving property is good the composition of	2013-04-10
negative	44534509	CN103037883B	Which is used for improving property is good the composition of	2014-12-10
negative	44534509	DK2585088T3	Composition for improving sexual health	2014-08-25
negative	44534509	EP2585088A1	COMPOSITION FOR IMPROVING SEXUAL WELLNESS	2013-05-01
negative	44534509	EP2585088B1	COMPOSITION FOR IMPROVING SEXUAL WELLNESS	2014-06-18
negative	44534509	ES2498291T3	Composition for improving sexual wellness	2014-09-24
negative	44534509	HK1182332A1	COMPOSITION FOR IMPROVING SEXUAL WELLNESS	2015-01-16
negative	44534509	JO2975B	COMPOSITION FOR IMPROVING SEXUAL WELLNESS	2016-03-15
negative	44534509	JO2975B1	COMPOSITION FOR IMPROVING SEXUAL WELLNESS	2016-03-15
negative	44534509	JP2013530985A	Composition for improving sexual wellness	2013-08-01
negative	44534509	JP5819951B2	Composition for improving sexual wellness	2015-11-24
negative	44534509	MX2012015059A	COMPOSITION FOR IMPROVING SEXUAL WELLNESS.	2013-04-03
negative	44534509	PT2585088E	COMPOSITION FOR IMPROVING SEXUAL WELLNESS	2014-09-03
negative	44534509	SG186369A1	COMPOSITION FOR IMPROVING SEXUAL WELLNESS	2013-01-30
negative	44534509	TW201208671A	Composition for improving sexual wellness	2012-03-01
negative	44534509	TWI494103B	Composition for improving sexual wellness	2015-08-01
negative	44534509	US20130164394A1	COMPOSITION FOR IMPROVING SEXUAL WELLNESS	2013-06-27
negative	44534509	US9028890B2	Composition for improving sexual wellness	2015-05-12
negative	44534509	WO2011161655A1	COMPOSITION FOR IMPROVING SEXUAL WELLNESS	2011-12-29
negative	44534509	ZA201209725B	COMPOSITION FOR IMPROVING SEXUAL WELLNESS	2013-08-28
negative	44629027	AU2011278917A1	Nutraceutical composition obtained from fungus-challenged soy seedlings	2013-02-21
negative	44629027	AU2011278917B2	Nutraceutical composition obtained from fungus-challenged soy seedlings	2015-05-21
negative	44629027	EP2592951A1	NUTRACEUTICAL COMPOSITION OBTAINED FROM FUNGUS-CHALLENGED SOY SEEDLINGS	2013-05-22
negative	44629027	JP2013540422A	Nutritional composition resulting from the fungal induced soybean seedlings	2013-11-07
negative	44629027	KR20130091723A	NUTRACEUTICAL COMPOSITION OBTAINED FROM FUNGUS-CHALLENGED SOY SEEDLINGS	2013-08-19
negative	44629027	RU2013105733A	Nutraceutical composition derived from fungal attack seedlings SDI	2014-08-20
negative	44629027	US20150290271A1	Nutraceutical Composition Obtained from Fungus-Challenged Soy Seedlings	2015-10-15
negative	44629027	WO2012006750A1	NUTRACEUTICAL COMPOSITION OBTAINED FROM FUNGUS-CHALLENGED SOY SEEDLINGS	2012-01-19
negative	44678051	AU2011302390A1	Methods of reducing blood lactate concentration	2013-02-28
negative	44678051	AU2011302390B2	Methods of reducing blood lactate concentration	2014-08-07
negative	44678051	BR112013005810A2	métodos para reduzir a concentração de lactato no sangue	2016-05-10
negative	44678051	CA2808530A1	METHODS OF REDUCING BLOOD LACTATE CONCENTRATION	2012-03-22
negative	44678051	CN103096737A	Reducing blood lactic acid salt method of the concentration of	2013-05-08
negative	44678051	EP2615931A1	METHODS OF REDUCING BLOOD LACTATE CONCENTRATION	2013-07-24
negative	44678051	JP2013542924A	Method for reducing the blood lactate concentration	2013-11-28
negative	44678051	MX2013001906A	METHODS OF REDUCING BLOOD LACTATE CONCENTRATION.	2013-07-05
negative	44678051	US10105344B2	Methods of reducing blood lactate concentration	2018-10-23
negative	44678051	US10130607B2	Methods of reducing blood lactate concentration	2018-11-20
negative	44678051	US20120077873A1	Methods of Reducing Blood Lactate Concentration	2012-03-29
negative	44678051	US20160151327A1	Methods of Reducing Blood Lactate Concentration	2016-06-02
negative	44678051	US20170281590A1	Methods of Reducing Blood Lactate Concentration	2017-10-05
negative	44678051	US20170290798A1	Methods of Reducing Blood Lactate Concentration	2017-10-12
negative	44678051	US9198453B2	Methods of reducing blood lactate concentration	2015-12-01
negative	44678051	US9693991B2	Methods of reducing blood lactate concentration	2017-07-04
negative	44678051	WO2012037023A1	METHODS OF REDUCING BLOOD LACTATE CONCENTRATION	2012-03-22
negative	44678051	ZA201301234B	METHODS OF REDUCING BLOOD LACTATE CONCENTRATION	2014-04-30
negative	44860951	US20120321730A1	CAPSICUM ANNUUM EXTRACT AND PROCESS THEREOF	2012-12-20
negative	44860951	WO2011135519A1	A CAPSICUM ANNUUM EXTRACT AND PROCESS THEREOF	2011-11-03
negative	44910347	EP2497458A1	Small molecule modulators of the cold and menthol receptor TRPM8	2012-09-12
negative	44910347	EP2683352A2	SMALL MOLECULE MODULATORS OF THE COLD AND MENTHOL RECEPTOR TRPM8	2014-01-15
negative	44910347	EP2683352B1	SMALL MOLECULE MODULATORS OF THE COLD AND MENTHOL RECEPTOR TRPM8	2016-10-26
negative	44910347	US20130345300A1	SMALL MOLECULE MODULATORS OF THE COLD AND MENTHOL RECEPTOR TRPM8	2013-12-26
negative	44910347	US20150094365A1	SMALL MOLECULE MODULATORS OF THE COLD AND MENTHOL RECEPTOR TRPM8	2015-04-02
negative	44910347	US9585865B2	Small molecule modulators of the cold and menthol receptor TRPM8	2017-03-07
negative	44910347	WO2012120099A2	SMALL MOLECULE MODULATORS OF THE COLD AND MENTHOL RECEPTOR TRPM8	2012-09-13
negative	44910347	WO2012120099A3	SMALL MOLECULE MODULATORS OF THE COLD AND MENTHOL RECEPTOR TRPM8	2013-08-01
negative	44972158	US20110287134A1	CHOCOLATE DIETARY FIBER SUPPLEMENT AND DELIVERY METHOD	2011-11-24
negative	44972158	WO2011146667A1	CHOCOLATE DIETARY FIBER SUPPLEMENT AND DELIVERY METHOD	2011-11-24
negative	44972670	AR081551A1	COMPOSICIONES Y BEBIDAS QUE COMPRENDEN NUTRIENTES, VITAMINAS, AZUCARES, CISTEINA Y/O PRODUCTOS DE AZUCAR-CISTEINA	2012-10-03
negative	44972670	TW201204267A	Compositions and beverages comprising nutrients, vitamins, sugars, cysteine, and/or sugar-cysteine products	2012-02-01
negative	44972670	US20110287109A1	Compositions And Beverages Comprising Nutrients, Vitamins, Sugars, Cysteine, And/Or Sugar-Cysteine Products	2011-11-24
negative	44972670	UY33405A	COMPOSICIONES Y BEBIDAS QUE COMPRENDEN NUTRIENTES, VITAMINAS, AZÚCARES, CISTEÍNA Y/O PRODUCTOS DE AZÚCAR-CISTEÍNA	2013-01-03
negative	44972670	WO2011149835A1	COMPOSITIONS AND BEVERAGES COMPRISING NUTRIENTS, VITAMINS, SUGARS, CYSTEINE, AND/OR SUGAR-CYSTEINE PRODUCTS	2011-12-01
negative	45003652	JP2011246355A	COMPOSITION FOR PREVENTION, AMELIORATION OR TREATMENT OF METABOLIC SYNDROME	2011-12-08
negative	45003652	JP5564330B2	Prevention of metabolic syndrome, improvement or remedy (	2014-07-30
negative	45003652	KR101490730B1	COMPOSITION FOR PREVENTION, AMELIORATION OR TREATMENT OF METABOLIC SYNDROME	2015-02-06
negative	45003652	KR20130029415A	COMPOSITION FOR PREVENTION, AMELIORATION OR TREATMENT OF METABOLIC SYNDROME	2013-03-22
negative	45003652	US20130096075A1	COMPOSITION FOR PREVENTION, AMELIORATION OR TREATMENT OF METABOLIC SYNDROME	2013-04-18
negative	45003652	US20150265645A1	Composition For Prevention, Amelioration Or Treatment Of Metabolic Syndrome	2015-09-24
negative	45003652	US20180264020A1	COMPOSITION FOR PREVENTION, AMELIORATION OR TREATMENT OF METABOLIC SYNDROME	2018-09-20
negative	45003652	US9993493B2	Composition for prevention, amelioration or treatment of metabolic syndrome	2018-06-12
negative	45003652	WO2011148657A1	COMPOSITION FOR PREVENTION, AMELIORATION OR TREATMENT OF METABOLIC SYNDROME	2011-12-01
negative	45041356	JP2011225504A	TARC PRODUCTION INHIBITOR	2011-11-10
negative	45041356	JP5688233B2	TARC production inhibitor	2015-03-25
negative	45044681	KR101734424B1	METHODS OF INCREASING SOLUBILITY OF POORLY SOLUBLE COMPOUNDS AND METHODS OF MAKING AND USING FORMULATIONS OF SUCH COMPOUNDS	2017-05-12
negative	45044681	KR20130129953A	METHODS OF INCREASING SOLUBILITY OF POORLY SOLUBLE COMPOUNDS AND METHODS OF MAKING AND USING FORMULATIONS OF SUCH COMPOUNDS	2013-11-29
negative	45044681	US20110311592A1	Methods of increasing solubility of poorly soluble compounds and methods of making and using formulations of such compounds	2011-12-22
negative	45044681	US20140199391A1	METHODS OF INCREASING SOLUBILITY OF POORLY SOLUBLE COMPOUNDS AND METHODS OF MAKING AND USING FORMULATIONS OF SUCH COMPOUND	2014-07-17
negative	45044681	US20170296668A1	METHODS OF INCREASING SOLUBILITY OF POORLY SOLUBLE COMPOUNDS AND METHODS OF MAKING AND USING FORMULATIONS OF SUCH COMPOUND	2017-10-19
negative	45044681	US8637569B2	Methods of increasing solubility of poorly soluble compounds and methods of making and using formulations of such compounds	2014-01-28
negative	45044681	US9730953B2	Methods of increasing solubility of poorly soluble compounds and methods of making and using formulations of such compound	2017-08-15
negative	45324526	JP2011236133A	XANTHINE OXIDASE INHIBITOR, ENZYME INHIBITOR HAVING XANTHINE OXIDASE INHIBITION ACTIVITY AND 5α-REDUCTASE INHIBITION ACTIVITY, AND FOOD AND DRINK, COSMETIC COMPOSITION AND PHARMACEUTICAL COMPOSITION CONTAINING THE ENZYME INHIBITOR	2011-11-24
negative	45324526	JP5756264B2	Xanthine oxidase inhibitor, xanthine oxidase and 5α-reductase inhibitor, and pharmaceutical composition containing the inhibitor	2015-07-29
negative	45329219	US20110313055A1	HEALTH CHARACTERISTIC CHEWY OR GUMMY CANDY CONFECTION	2011-12-22
negative	45329219	WO2011160003A1	IMPROVED HEALTH CHARACTERISTIC CHEWY OR GUMMY CANDY CONFECTION	2011-12-22
negative	45346444	BR112013012048A2	processo para encapsular um ingrediente ativo	2016-08-16
negative	45346444	CA2821139A1	PROCESS FOR ENCAPSULATING AN ACTIVE INGREDIENT	2012-06-28
negative	45346444	CN103260427A	Process for encapsulating an active ingredient	2013-08-21
negative	45346444	EP2654456A1	PROCESS FOR ENCAPSULATING AN ACTIVE INGREDIENT	2013-10-30
negative	45346444	JP2014500029A	Method for encapsulating the active ingredient	2014-01-09
negative	45346444	KR20130129209A	PROCESS FOR ENCAPSULATING AN ACTIVE INGREDIENT	2013-11-27
negative	45346444	MX2013007000A	PROCESS FOR ENCAPSULATING AN ACTIVE INGREDIENT.	2013-07-29
negative	45346444	RU2013133970A	Process for encapsulating active ingredients	2015-01-27
negative	45346444	US20140099400A1	PROCESS FOR ENCAPSULATING AN ACTIVE INGREDIENT	2014-04-10
negative	45346444	WO2012084467A1	PROCESS FOR ENCAPSULATING AN ACTIVE INGREDIENT	2012-06-28
negative	45441531	AU2011276426A1	Confection with gelatin complex	2013-02-21
negative	45441531	AU2011276426B2	Confection with gelatin complex	2015-05-21
negative	45441531	CA2804493A1	CONFECTION WITH GELATIN COMPLEX	2012-01-12
negative	45441531	CA2804493C	CONFECTION WITH GELATIN COMPLEX	2017-01-10
negative	45441531	CN103052326A	Containing gelatine composite material of the sugar food	2013-04-17
negative	45441531	CN103052326B	Containing gelatine composite material of the sugar food	2015-11-25
negative	45441531	EP2590516A1	CONFECTION WITH GELATIN COMPLEX	2013-05-15
negative	45441531	EP2590516A4	CONFECTION WITH GELATIN COMPLEX	2014-01-08
negative	45441531	EP2590516B1	CONFECTION WITH GELATIN-POLYPHENOL COMPLEX	2017-11-29
negative	45441531	MX2013000231A	CONFECTION WITH GELATIN COMPLEX.	2013-10-01
negative	45441531	MX347022B	CONFECTION WITH GELATIN COMPLEX.	2017-04-07
negative	45441531	PL2590516T3	CONFECTION WITH GELATIN-POLYPHENOL COMPLEX	2018-03-30
negative	45441531	RU2013103606A	Confectionery and its manufacturing method	2014-08-20
negative	45441531	RU2539209C2	CONFECTIONERY PRODUCT AND ITS PRODUCTION METHOD	2015-01-20
negative	45441531	US20130108762A1	CONFECTION WITH GELATIN COMPLEX	2013-05-02
negative	45441531	WO2012006215A1	CONFECTION WITH GELATIN COMPLEX	2012-01-12
negative	45567830	CN103702675A	Having an increased content of the activity of the flavonoid compounds of the tree qi extract and preparation method thereof	2014-04-02
negative	45567830	CN103702675B	Having an increased content of the activity of the flavonoid compounds of the tree qi extract and preparation method thereof	2017-06-23
negative	45567830	EP2604274A1	RHUS VERNICIFLUA STOKES EXTRACT HAVING INCREASED CONTENT OF ACTIVE FLAVONOID COMPOUND AND METHOD FOR PREPARING SAME	2013-06-19
negative	45567830	EP2604274A4	RHUS VERNICIFLUA STOKES EXTRACT HAVING INCREASED CONTENT OF ACTIVE FLAVONOID COMPOUND AND METHOD FOR PREPARING SAME	2014-05-07
negative	45567830	EP2604274B1	RHUS VERNICIFLUA STOKES EXTRACT HAVING INCREASED CONTENT OF ACTIVE FLAVONOID COMPOUND AND METHOD FOR PREPARING SAME	2016-07-13
negative	45567830	JP2013535500A	And a method of manufacturing the sumac extract was increased the content of active flavonoid compounds	2013-09-12
negative	45567830	JP5937596B2	Urushi extract with increased content of active flavonoid compound and method for producing the same	2016-06-22
negative	45567830	KR101103040B1	RHUS VERNICIFLUA EXTRACT CONTAINING INCREASED AMOUNT OF BIOACTIVE FLAVONOID COMPOUND AND METHOD OF MANUFACTURING THE SAME	2012-01-05
negative	45567830	KR101314302B1	Rhus verniciflua Extract Containing Increased Amount of Bioactive Flavonoid Compound and Method of Manufacturing the Same	2013-10-02
negative	45567830	KR20120022678A	RHUS VERNICIFLUA EXTRACT CONTAINING INCREASED AMOUNT OF BIOACTIVE FLAVONOID COMPOUND AND METHOD OF MANUFACTURING THE SAME	2012-03-12
negative	45567830	US20120283322A1	Rhus Verniciflua Stokes Extract Having Increased Content Of Active Flavonoid Compound And Method For Preparing Same	2012-11-08
negative	45567830	US20140031567A1	Method of Converting Fustin to Fisetin	2014-01-30
negative	45567830	US8551537B2	Rhus verniciflua stokes extract having increased content of active flavonoid compound and method for preparing same	2013-10-08
negative	45567830	US8859014B2	Method of converting fustin to fisetin	2014-10-14
negative	45567830	WO2012020892A1	RHUS VERNICIFLUA STOKES EXTRACT HAVING INCREASED CONTENT OF ACTIVE FLAVONOID COMPOUND AND METHOD FOR PREPARING SAME	2012-02-16
negative	45604657	CA2808746A1	SUGAR PLANT DERIVED BY-PRODUCTS AND METHODS OF PRODUCTION THEREOF	2012-02-23
negative	45604657	US20130203688A1	SUGAR PLANT DERIVED BY-PRODUCTS AND METHODS OF PRODUCTION THEREOF	2013-08-08
negative	45604657	WO2012021983A1	SUGAR PLANT DERIVED BY-PRODUCTS AND METHODS OF PRODUCTION THEREOF	2012-02-23
negative	45724009	AU2011293556A1	Methods of treating alcohol intoxication, alcohol use disorders and alcohol abuse which comprise the administration of dihydromyricetin	2013-02-28
negative	45724009	BR112013003946A2	uso de diidromiricetina para a preparação de um medicamento a ser administrado a receptores gabaa que serão, são e/ou foram expostos a etanol e uso de diidromiricetina para a preparação de um medicamento a ser adminstrado a recptores gabaa antes, durante e/ou depois da exposição ao etanol .	2016-07-12
negative	45724009	CA2808680A1	METHODS OF TREATING ALCOHOL INTOXICATION, ALCOHOL USE DISORDERS AND ALCOHOL ABUSE WHICH COMPRISE THE ADMINISTRATION OF DIHYDROMYRICETIN	2012-03-01
negative	45724009	CL2013000518A1	Uso de 2r,3s-dihidromiricetina para preparar un medicamento util para tratar, inhibir y/o reducir la intoxicacion con etanol, un sintoma del sindrome de abstinencia alcoholica, trastornos del uso o abuso del alcohol y/o alcohol y/o alcoholismo en un sujeto.	2013-08-02
negative	45724009	CN103269699A	Comprises administering to the second hydrogen of myricetin for curing alcohol intoxication alcohol using the obstacle and alcohol circumstances of misuse of the invention claims a method for	2013-08-28
negative	45724009	EA201390217A1	СПОСОБЫ ЛЕЧЕНИЯ АЛКОГОЛЬНОЙ ИНТОКСИКАЦИИ, РАССТРОЙСТВ, СВЯЗАННЫХ С УПОТРЕБЛЕНИЕМ АЛКОГОЛЯ, И ЗЛОУПОТРЕБЛЕНИЯ АЛКОГОЛЕМ, КОТОРЫЕ ВКЛЮЧАЮТ ВВЕДЕНИЕ ДИГИДРОМИРИЦЕТИНА	2013-12-30
negative	45724009	EP2608786A2	METHODS OF TREATING ALCOHOL INTOXICATION, ALCOHOL USE DISORDERS AND ALCOHOL ABUSE WHICH COMPRISE THE ADMINISTRATION OF DIHYDROMYRICETIN	2013-07-03
negative	45724009	EP2608786A4	METHODS OF TREATING ALCOHOL INTOXICATION, ALCOHOL USE DISORDERS AND ALCOHOL ABUSE WHICH COMPRISE THE ADMINISTRATION OF DIHYDROMYRICETIN	2013-07-03
negative	45724009	JP2013536238A	Including the administration of dihydromyricetin, a method of treatment of alcohol abuse alcohol addiction, and alcohol use disorders	2013-09-19
negative	45724009	KR20130098347A	METHODS OF TREATING ALCOHOL INTOXICATION, ALCOHOL USE DISORDERS AND ALCOHOL ABUSE WHICH COMPRISE THE ADMINISTRATION OF DIHYDROMYRICETIN	2013-09-04
negative	45724009	MX2013002162A	METHODS OF TREATING ALCOHOL INTOXICATION, ALCOHOL USE DISORDERS AND ALCOHOL ABUSE WHICH COMPRISE THE ADMINISTRATION OF DIHYDROMYRICETIN.	2013-04-05
negative	45724009	SG187771A1	METHODS OF TREATING ALCOHOL INTOXICATION, ALCOHOL USE DISORDERS AND ALCOHOL ABUSE WHICH COMPRISE THE ADMINISTRATION OF DIHYDROMYRICETIN	2013-03-28
negative	45724009	US20130053435A1	Methods of Treating Alcohol Intoxication, Alcohol Use Disorders and Alcohol Abuse Which Comprises the Administration of Dihydromyricetin	2013-02-28
negative	45724009	WO2012027326A2	METHODS OF TREATING ALCOHOL INTOXICATION, ALCOHOL USE DISORDERS AND ALCOHOL ABUSE WHICH COMPRISE THE ADMINISTRATION OF DIHYDROMYRICETIN	2012-03-01
negative	45724009	WO2012027326A9	METHODS OF TREATING ALCOHOL INTOXICATION, ALCOHOL USE DISORDERS AND ALCOHOL ABUSE WHICH COMPRISE THE ADMINISTRATION OF DIHYDROMYRICETIN	2012-04-19
negative	45755484	CA2824738A1	MOLDABLE PROTEIN MATRIX CONTAINING FRUIT, VEGETABLES, CHOCOLATE OR COCOA, FOR FOOD APPLICATIONS, AND PROCESS FOR ITS MANUFACTURE	2012-07-19
negative	45755484	EP2663199A1	MOLDABLE PROTEIN MATRIX CONTAINING FRUIT, VEGETABLES, CHOCOLATE OR COCOA, FOR FOOD APPLICATIONS, AND PROCESS FOR ITS MANUFACTURE	2013-11-20
negative	45755484	PT105482A	MATRIZ PROTEICA FORMATÁVEL CONTENDO FRUTA, VEGETAIS, CHOCOLATE OU CACAU, PROCESSO PARA O SEU FABRICO E PREPARADOS CONTENDO A REFERIDA MATRIZ PARA APLICAÇÃO NA INDÚSTRIA ALIMENTAR	2012-07-13
negative	45755484	US20130330444A1	MOLDABLE PROTEIN MATRIX CONTAINING FRUIT, VEGETABLES, CHOCOLATE OR COCOA, FOR FOOD APPLICATIONS, AND PROCESS FOR ITS MANUFACTURE	2013-12-12
negative	45755484	WO2012096588A1	MOLDABLE PROTEIN MATRIX CONTAINING FRUIT, VEGETABLES, CHOCOLATE OR COCOA, FOR FOOD APPLICATIONS, AND PROCESS FOR ITS MANUFACTURE	2012-07-19
negative	45808809	CN103491947A	This invention claims a method for delay molecules obtains a type of bag body the combination of	2014-01-01
negative	45808809	EP2678003A1	COMPOSITION COMPRISING THYLAKOIDS FOR DELAYING THE UPTAKE OF MOLECULES	2014-01-01
negative	45808809	US20140037774A1	COMPOSITION COMPRISING THYLAKOIDS FOR DELAYING THE UPTAKE OF MOLECULES	2014-02-06
negative	45808809	WO2012113918A1	COMPOSITION COMPRISING THYLAKOIDS FOR DELAYING THE UPTAKE OF MOLECULES	2012-08-30
negative	45811085	AU2011299703A1	Sesterterpene compounds and use thereof	2013-04-11
negative	45811085	BR112013005425A2	compostos sesterterpenos e suas utilizações	2018-05-02
negative	45811085	CA2811145A1	SESTERTERPENE COMPOUND AND USE THEREOF	2012-03-15
negative	45811085	CN103517908A	Second sesquiterpene compound and use thereof	2014-01-15
negative	45811085	EP2615094A2	SESTERTERPENE COMPOUNDS AND USE THEREOF	2013-07-17
negative	45811085	EP2615094A4	SESTERTERPENE COMPOUNDS AND USE THEREOF	2013-09-18
negative	45811085	JP2013542183A	Sesutaterupen compounds and uses of these substances	2013-11-21
negative	45811085	KR101901741B1	Sesterterpene compounds and their use	2018-10-01
negative	45811085	KR20120025440A	SESTERTERPENE COMPOUNDS AND THEIR USE	2012-03-15
negative	45811085	RU2013115395A	SESTERTERPENIC COMPOUND AND ITS USE	2014-10-20
negative	45811085	US20130274212A1	Sesterterpene Compounds and Use Thereof	2013-10-17
negative	45811085	WO2012033353A2	SESTERTERPENE COMPOUNDS AND USE THEREOF	2012-03-15
negative	45811085	WO2012033353A3	SESTERTERPENE COMPOUNDS AND USE THEREOF	2012-07-26
negative	45811085	WO2012033353A9	SESTERTERPENE COMPOUNDS AND USE THEREOF	2012-06-07
negative	45818303	BR112013005912A2	métodos de tratar o aumento de próstata, de decrescer os níveis de triglicerídeos em sangue, de reduzir os níveis de glicose, de aumentar o peso pós-natal, de aumentar as taxas de sobrevivência pós-natal de prole, de aumentar a função imunológica, e de tratar distúrbio de déficit de atenção, composição de fórmula para bebê, composição nutricional, e, ingrediente alimentício	2016-05-17
negative	45818303	BR112013005914A2	métodos para manter a saúde de animais de criação ou peixes, para aumentar a eficiência de alimentação,para aumentar o ganho de peso de animais de criação ou peixes, para decrescer o tempo para comercializar animais de criação ou peixes, para aumentar a quantidade de carne de animais de criação ou peixes, e para reduzir ou eliminar o uso de antibióticos em ração, e, composição de ração para administração aos animais de criação ou peixes	2016-05-17
negative	45818303	BR112013005915A2	métodos para aumentar a função imunológica, o ganho de peso pós-natal, as taxas de sobrevivência pós-natal, e o número de proles por ninhada	2016-05-17
negative	45818303	CA2809641A1	PHARMACEUTICAL AND NUTRACEUTICAL COMPOSITIONS OF ABSCISIC ACID	2012-03-22
negative	45818303	CA3047772A1	PHARMACEUTICAL AND NUTRACEUTICAL COMPOSITIONS OF ABSCISIC ACID	2012-03-22
negative	45818303	CN103179963A	For animal health of the abscisic acid the composition of	2013-06-26
negative	45818303	CN103179963B	For animal health of the abscisic acid the composition of	2016-07-06
negative	45818303	CN103179964A	The abscisic acid the animal feed composition	2013-06-26
negative	45818303	CN103179964B	The abscisic acid the animal feed composition	2015-12-02
negative	45818303	CN103179965A	Pharmaceutical and nutraceutical compositions of abscisic acid	2013-06-26
negative	45818303	CN105640929A	The abscisic acid of the medicament and nutrition composition	2016-06-08
negative	45818303	CN105878224A	For animal health of the abscisic acid the composition of	2016-08-24
negative	45818303	DK2616059T3	PHARMACEUTICAL AND CERTAIN COMPOSITION OF ABSCISIC ACID	2017-10-23
negative	45818303	EP2616058A1	ANIMAL FEED COMPOSITIONS OF ABSCISIC ACID	2013-07-24
negative	45818303	EP2616058A4	ANIMAL FEED COMPOSITIONS OF ABSCISIC ACID	2013-10-09
negative	45818303	EP2616058B1	ANIMAL FEED COMPOSITIONS OF ABSCISIC ACID	2015-08-12
negative	45818303	EP2616059A2	PHARMACEUTICAL AND NUTRACEUTICAL COMPOSITIONS OF ABSCISIC ACID	2013-07-24
negative	45818303	EP2616059A4	PHARMACEUTICAL AND NUTRACEUTICAL COMPOSITIONS OF ABSCISIC ACID	2014-03-26
negative	45818303	EP2616059B1	PHARMACEUTICAL AND NUTRACEUTICAL COMPOSITIONS OF ABSCISIC ACID	2017-07-05
negative	45818303	EP2616060A1	COMPOSITIONS OF ABSCISIC ACID FOR ANIMAL HEALTH	2013-07-24
negative	45818303	EP2616060A4	COMPOSITIONS OF ABSCISIC ACID FOR ANIMAL HEALTH	2013-10-09
negative	45818303	EP2616060B1	COMPOSITIONS OF ABSCISIC ACID FOR ANIMAL HEALTH	2015-08-12
negative	45818303	EP3228311A2	PHARMACEUTICAL AND NUTRACEUTICAL COMPOSITIONS OF ABSCISIC ACID	2017-10-11
negative	45818303	EP3228311A3	PHARMACEUTICAL AND NUTRACEUTICAL COMPOSITIONS OF ABSCISIC ACID	2018-01-10
negative	45818303	ES2545866T3	Abscisic acid compositions feed	2015-09-16
negative	45818303	ES2545867T3	Abscisic acid compositions for animal health	2015-09-16
negative	45818303	ES2545867T9	Abscisic acid compositions for animal health	2017-02-17
negative	45818303	JP2013542925A	Dietary supplement specific abscisic acid composition and pharmaceutical	2013-11-28
negative	45818303	JP2016166188A	PHARMACEUTICAL AND NUTRACEUTICAL ABSCISIC ACID COMPOSITIONS	2016-09-15
negative	45818303	JP2017222688A	ABSCISIC ACID COMPOSITION AS PHARMACEUTICAL AND NUTRITIONAL SUPPLEMENT	2017-12-21
negative	45818303	JP2019031557A	PHARMACEUTICAL AND NUTRACEUTICAL COMPOSITIONS OF ABSCISIC ACID	2019-02-28
negative	45818303	JP5898206B2	Pharmaceutical and dietary supplement abscisic acid compositions	2016-04-06
negative	45818303	MX2013002947A	ANIMAL FEED COMPOSITIONS OF ABSCISIC ACID.	2013-05-09
negative	45818303	MX2013002948A	PHARMACEUTICAL AND NUTRACEUTICAL COMPOSITIONS OF ABSCISIC ACID.	2013-05-09
negative	45818303	MX2013002949A	COMPOSITIONS OF ABSCISIC ACID FOR ANIMAL HEALTH.	2013-05-09
negative	45818303	MX340147B	PHARMACEUTICAL AND NUTRACEUTICAL COMPOSITIONS OF ABSCISIC ACID.	2016-06-28
negative	45818303	MX340751B	ANIMAL FEED COMPOSITIONS OF ABSCISIC ACID.	2016-07-22
negative	45818303	MX340752B	ANIMAL FEED COMPOSITIONS OF ABSCISIC ACID.	2016-07-22
negative	45818303	MX340983B	PHARMACEUTICAL AND NUTRACEUTICAL COMPOSITIONS OF ABSCISIC ACID.	2016-08-01
negative	45818303	US10238613B2	Compositions of abscisic acid for animal health	2019-03-26
negative	45818303	US20120071555A1	COMPOSITIONS OF ABSCISIC ACID FOR ANIMAL HEALTH	2012-03-22
negative	45818303	US20120071556A1	PHARMACEUTICAL AND NUTRACEUTICAL COMPOSITIONS OF ABSCISIC ACID	2012-03-22
negative	45818303	US20120071557A1	ANIMAL FEED COMPOSITIONS OF ABSCISIC ACID	2012-03-22
negative	45818303	US20130345308A1	PHARMACEUTICAL AND NUTRACEUTICAL COMPOSITIONS OF ABSCISIC ACID	2013-12-26
negative	45818303	US20140364501A1	COMPOSITIONS OF ABSCISIC ACID FOR ANIMAL HEALTH	2014-12-11
negative	45818303	US20150250209A1	ANIMAL FEED COMPOSITIONS OF ABSCISIC ACID	2015-09-10
negative	45818303	US20170143651A1	COMPOSITIONS OF ABSCISIC ACID FOR ANIMAL HEALTH	2017-05-25
