Class	DocDB Family ID	Serial no.	Title	Publication date
negative	59497725	US9927636B2	Integrated microwave-to-optical single-photon transducer with strain-induced electro-optic material	2018-03-27
negative	59497725	WO2017137855A1	INTEGRATED MICROWAVE-TO-OPTICAL SINGLE-PHOTON TRANSDUCER WITH STRAIN-INDUCED ELECTRO-OPTIC MATERIAL	2017-08-17
negative	59540257	CN107040378A	Key distribution system and key distribution method based on multiuser remote communication	2017-08-11
negative	59544477	CN107045458A	Multi-objective quantum-behaved particle swarm algorithm-based unmanned aerial vehicle cooperative task distribution method	2017-08-15
negative	59545873	CN107046464A	Based on quantum code of the encryption interphone system and method for	2017-08-15
negative	59563566	CA3012853A1	TECHNIQUES FOR CONTROL OF QUANTUM SYSTEMS AND RELATED SYSTEMS AND METHODS	2017-08-17
negative	59563566	CN108780129A	Is used for controlling the quantum system technology and relative system and method for	2018-11-09
negative	59563566	EP3414583A1	TECHNIQUES FOR CONTROL OF QUANTUM SYSTEMS AND RELATED SYSTEMS AND METHODS	2018-12-19
negative	59563566	JP2019513249A	Techniques for controlling quantum systems and related systems and methods	2019-05-23
negative	59563566	KR20180112833A	Techniques for controlling quantum systems and related systems and methods	2018-10-12
negative	59563566	SG11201806290PA	TECHNIQUES FOR CONTROL OF QUANTUM SYSTEMS AND RELATED SYSTEMS AND METHODS	2018-08-30
negative	59563566	US20190049495A1	TECHNIQUES FOR CONTROL OF QUANTUM SYSTEMS AND RELATED SYSTEMS AND METHODS	2019-02-14
negative	59563566	WO2017139683A1	TECHNIQUES FOR CONTROL OF QUANTUM SYSTEMS AND RELATED SYSTEMS AND METHODS	2017-08-17
negative	59563566	WO2017139683A8	TECHNIQUES FOR CONTROL OF QUANTUM SYSTEMS AND RELATED SYSTEMS AND METHODS	2017-09-14
negative	59598728	CN107067149A	An evaluating peak adjusting restriction and the lower part of the electric network to combined gain and method for risk	2017-08-18
negative	59622746	CN107070796A	A invisible based on quantum state the self-adaptive rip route selecting protocol	2017-08-18
negative	59630240	CN107104667A	Atomic cell, atomic cell manufacturing method, quantum interference device, atomic oscillator, electronic apparatus, and vehicle	2017-08-29
negative	59630240	US20170244419A1	ATOMIC CELL, ATOMIC CELL MANUFACTURING METHOD, QUANTUM INTERFERENCE DEVICE, ATOMIC OSCILLATOR, ELECTRONIC APPARATUS, AND VEHICLE	2017-08-24
negative	59631432	JP2017152514A	Quantum interference apparatus, atomic oscillator, electronic apparatus, and mobile body	2017-08-31
negative	59631432	US20170244420A1	QUANTUM INTERFERENCE DEVICE, ATOMIC OSCILLATOR, ELECTRONIC APPARATUS, AND MOVING OBJECT	2017-08-24
negative	59637938	CN107094076A	Based on quantum truly random number of the secret communication method and communication system	2017-08-25
negative	59637938	CN107094076B	Based on quantum truly random number of the secret communication method and communication system	2018-09-25
negative	59639886	CN107094078A	Based on multi-level relay the quantum key synchronizing system and method for synchronizing	2017-08-25
negative	59647153	CN206442384U	Of electronic white board system of electronic communication network service station of electronic white board server and the electronic white board the user terminal	2017-08-25
negative	59702456	US20170256698A1	RECONFIGURABLE, TUNABLE QUANTUM QUBIT CIRCUITS WITH INTERNAL, NONVOLATILE MEMORY	2017-09-07
negative	59702456	US9755133B1	Reconfigurable, tunable quantum qubit circuits with internal, nonvolatile memory	2017-09-05
negative	59718293	CN107124266A	Based on quantum of the video communication system and method for	2017-09-01
negative	59720896	CN107135066A	An original key recovery device and method	2017-09-05
negative	59720896	EP3413503A1	RAW KEY RECOVERY APPARATUS AND METHOD	2018-12-12
negative	59720896	EP3413503A4	RAW KEY RECOVERY APPARATUS AND METHOD	2018-12-26
negative	59720896	JP2019513314A	Original key recovery apparatus and method	2019-05-23
negative	59720896	US20180367301A1	Original Key Recovery Apparatus and Method	2018-12-20
negative	59720896	WO2017148140A1	RAW KEY RECOVERY APPARATUS AND METHOD	2017-09-08
negative	59721277	CN107135065A	A quantum key distribution method and transmitting device receiving device	2017-09-05
negative	59721277	WO2017148141A1	QUANTUM KEY DISTRIBUTION METHOD, TRANSMISSION DEVICE, AND RECEPTION DEVICE	2017-09-08
negative	59724197	US20170255629A1	SYSTEMS AND METHODS FOR ANALOG PROCESSING OF PROBLEM GRAPHS HAVING ARBITRARY SIZE AND/OR CONNECTIVITY	2017-09-07
negative	59725788	CN107121593A	Reid fort based on atomic quantum coherent effect of radio frequency electric field frequency measuring method of	2017-09-01
negative	59734351	CN107135072A	Wireless sensor network system based on quantum encryption	2017-09-05
negative	59745000	RU173292U1	Unmanned systems REMOTE magnetometric monitoring of natural and man-made environment (BKDM)	2017-08-21
negative	59773555	CN107145941A	Based on optimized light quality and photonic flux density of the need of optical quality real time dynamic method for obtaining	2017-09-08
negative	59824793	CN107171792A	The invention claims a virtual key pool and quantum key of the resource virtual method	2017-09-15
negative	59898332	CN107231152A	Quantum interference device for atomic oscillator electronic apparatus and mobile body	2017-10-03
negative	59898332	JP2017175035A	QUANTUM INTERFERENCE DEVICE, ATOMIC OSCILLATOR, ELECTRONIC APPARATUS, AND MOVING BODY	2017-09-28
negative	59898332	US20170279455A1	QUANTUM INTERFERENCE DEVICE, ATOMIC OSCILLATOR, ELECTRONIC APPARATUS, AND VEHICLE	2017-09-28
negative	59898795	CN107241095A	QUANTUM INTERFERENCE DEVICE, ATOMIC OSCILLATOR, ELECTRONIC APPARATUS, AND MOVING OBJECT	2017-10-10
negative	59898795	JP2017183313A	Quantum interference device, atomic oscillator, electronic device and mobile object	2017-10-05
negative	59898795	US20170279456A1	QUANTUM INTERFERENCE DEVICE, ATOMIC OSCILLATOR, ELECTRONIC APPARATUS, AND MOVING OBJECT	2017-09-28
negative	59904428	CN107204812A	Quantum key distribution and passive optical access network synthesis method and device for	2017-09-26
negative	59923073	CN206531978U	Base on double substance wave source of the atoms interference heavy force measuring device	2017-09-29
negative	59959854	CN107241094A	QUANTUM INTERFERENCE DEVICE, ATOMIC OSCILLATOR, ELECTRONIC APPARATUS, AND MOVING OBJECT	2017-10-10
negative	59959854	JP2017183377A	Quantum interference device, atomic oscillator, electronic device and mobile object	2017-10-05
negative	59959854	US20170288688A1	QUANTUM INTERFERENCE DEVICE, ATOMIC OSCILLATOR, ELECTRONIC APPARATUS, AND MOVING OBJECT	2017-10-05
negative	59959885	CN107241096A	Quantum interference device for atomic oscillator electronic apparatus and mobile body	2017-10-10
negative	59959885	JP2017183869A	Quantum interference device, atomic oscillator, electronic device and mobile object	2017-10-05
negative	59959885	US10270458B2	Quantum interference device, atomic oscillator, electronic apparatus, and vehicle	2019-04-23
negative	59959885	US20170288687A1	QUANTUM INTERFERENCE DEVICE, ATOMIC OSCILLATOR, ELECTRONIC APPARATUS, AND VEHICLE	2017-10-05
negative	59963350	WO2017166054A1	QUANTUM HOMOMORPHISM SYMMETRY SEARCHABLE ENCRYPTION METHOD AND SYSTEM	2017-10-05
negative	59975408	CN206100008U	This invention claims a method for mobile equipment of electronic code device for bearing	2017-04-12
negative	59982440	WO2018186812A1	WIRELESS COMMUNICATION DEVICE USING DIAMONDS WITH NITROGEN VACANCY CENTER DEFECTS	2018-10-11
negative	60016743	CN107248888A	Entangled particle pair distribution node disposition method for improving quantum communication network connectivity	2017-10-13
negative	60016743	CN107248888B	That improves quantum communication network connectivity tangles particle to distribution node dispositions method	2019-04-30
negative	60028028	CN107257260A	Wireless communication parameter of self-adapting configuration method and transmitter	2017-10-17
negative	60028200	CN107256047A	Solid-state raw electron spin sensor and temperature control system magnetic	2017-10-17
negative	60028200	CN107256047B	Solid-state atomic spin sensor is without magnetic temperature control system	2019-01-04
negative	60045030	JP2017188711A	QUANTUM INTERFERENCE DEVICE, ATOMIC OSCILLATOR, ELECTRONIC APPARATUS, AND MOVABLE BODY	2017-10-12
negative	60046639	JP2017188712A	QUANTUM INTERFERENCE DEVICE, ATOMIC OSCILLATOR, ELECTRONIC APPARATUS, AND MOVABLE BODY	2017-10-12
negative	60066340	CN107272394A	A backup integrated resonant type time service system method for calibrating	2017-10-20
negative	60074364	CN107271456A	Solid state spinning system positioning and concentration measurement device with microwave scanning resonance	2017-10-20
negative	60080126	CN107276682A	Loading the quantum communication optical fiber in the relay device	2017-10-20
negative	60090167	US10031791B1	Systems and methods for quantum computation using random compiling	2018-07-24
negative	60090167	US20170308803A1	Randomized Compiling for Quantum Computation	2017-10-26
negative	60090167	US20190018721A1	SYSTEMS AND METHODS FOR QUANTUM COMPUTATION USING RANDOM COMPILING	2019-01-17
negative	60136251	CN107300355A	A frequency spectrum device for generating physical quantity change of the measuring device and method for measuring	2017-10-27
negative	60136251	CN107300355B	A frequency spectrum device for generating physical quantity change of the measuring device and method for measuring	2018-07-20
negative	60184107	CN107315338A	A precise time correction device	2017-11-03
negative	60203704	CA3023087A1	ELECTRICAL MONITORING AND NETWORK ENABLED ELECTRICAL FACEPLATE	2017-11-09
negative	60203704	CN109196873A	Support the electrical panel of electrical monitoring and network	2019-01-11
negative	60203704	EP3453184A1	ELECTRICAL MONITORING AND NETWORK ENABLED ELECTRICAL FACEPLATE	2019-03-13
negative	60203704	US10072942B2	Electrical monitoring and network enabled electrical faceplate	2018-09-11
negative	60203704	US20170322049A1	ELECTRICAL MONITORING AND NETWORK ENABLED ELECTRICAL FACEPLATE	2017-11-09
negative	60203704	US20190003855A1	ELECTRICAL MONITORING AND NETWORK ENABLED ELECTRICAL FACEPLATE	2019-01-03
negative	60203704	WO2017192735A1	ELECTRICAL MONITORING AND NETWORK ENABLED ELECTRICAL FACEPLATE	2017-11-09
negative	60272280	CN107356820A	Electromagnetic field near-field imaging system and method based on pulsed light detection magnetic resonance	2017-11-17
negative	60339702	CN107394576A	Based on the second harmonic the atom magnetometer detecting light frequency measurement and stabilizing device and method for	2017-11-24
negative	60519966	SU1632171A1	METHOD OF DETERMINATION OF ELECTROMAGNETIC PARAMETERS OF SUBSTANCE	1996-05-27
negative	60530783	SU1701045A1	QUANTUM MAGNETOMETER	1996-11-27
negative	60531918	SU1655212A1	QUANTUM-MECHANICAL MAGNETOMETER	1996-06-10
negative	60539482	SU1238552A1	SUPERCONDUCTING QUANTUM MECHANICAL MAGNETOMETER	1996-03-27
negative	60539809	SU1258194A1	SUPERCONDUCTING QUANTUM-MECHANICAL MAGNETOMETER WITH PULSE MODULATION	1996-04-20
negative	60542355	SU1213860A1	SUPERCONDUCTING QUANTUM TEMPERATURE CONTROLLED MECHANICAL MAGNETOMETER	1996-03-27
negative	60573412	US10278275B2	Grating magneto optical trap	2019-04-30
negative	60573412	US20170359888A1	Grating Magneto Optical Trap	2017-12-14
negative	60587015	CN107479358A	A signal generator device	2017-12-15
negative	60677011	US10157692B2	Cold atom interferometry	2018-12-18
negative	60677011	US20170372808A1	Cold Atom Interferometry	2017-12-28
negative	60677275	US20170370840A1	Separated Parallel Beam Generation for Atom Interferometry	2017-12-28
negative	60677275	US9952154B2	Separated parallel beam generation for atom interferometry	2018-04-24
negative	60677275	WO2017222785A1	SEPARATED PARALLEL BEAM GENERATION FOR ATOM INTERFEROMETRY	2017-12-28
negative	60683549	CN107526288A	Based on gps the time difference correction device and method for	2017-12-29
negative	60891361	JP2017227584A	Method for manufacturing gas cell and method for manufacturing magnetic measurement device	2017-12-28
negative	60911335	CN107592112A	Quantum interference device, an atomic oscillator, an electronic apparatus, and a vehicle	2018-01-16
negative	60911335	JP2018006703A	QUANTUM INTERFERENCE DEVICE, ATOMIC OSCILLATOR, ELECTRONIC APPARATUS, AND MOBILE BODY	2018-01-11
negative	60911335	US20180013440A1	QUANTUM INTERFERENCE DEVICE, AN ATOMIC OSCILLATOR, AN ELECTRONIC APPARATUS, AND A VEHICLE	2018-01-11
negative	61432380	CN107783412A	Two-photon transition rubidium atomic clock	2018-03-09
negative	61434760	CN107783224A	A polarization maintaining optical fibre of hollow core	2018-03-09
negative	61469397	CN207037107U	Detection system of pump atom returns in atom interferometer based on microwave	2018-02-23
negative	61591611	CN107807315A	For electric equipment of the insulating defect detecting device and method for	2018-03-16
negative	61632530	CN207133596U	Time domain signal source device based on with constant temperature	2018-03-23
negative	61681242	CN107846219A	This utility model claims an improved cpt atomic state resonance system	2018-03-27
negative	61822985	CN207216296U	Constant temperature chronogenesis generating device based on VCXO	2018-04-10
negative	61909353	JP2018058162A	Cross-linked structure and method for producing the same, atomic oscillator	2018-04-12
negative	61989729	CN207281043U	This utility model claims a paddy rice canopy gas exchange rate with the water transpiration speed measuring device of	2018-04-27
negative	62053478	CN108007450A	Measurement method and device for rotating information and quantum gyroscope	2018-05-08
negative	62134819	CN108061871A	Is used for detecting system of the bracket of the control device and system for detecting	2018-05-22
negative	62195978	RU2016116860A	GYROSCOPE AT THE NV-CENTERS IN THE DIAMOND	2018-05-28
negative	62195978	RU2016116860A3	NULL	2018-05-28
negative	62195978	RU2661442C2	GYROSCOPE AT N-V CENTERS IN DIAMONDS	2018-07-16
negative	62195978	WO2018097764A1	GYROCOPE BASED ON NITROGEN VACANCY CENTERS IN DIAMOND	2018-05-31
negative	62265816	CN207473076U	Is used for detecting system of the bracket of the control device and system for detecting	2018-06-08
negative	62327805	CN207396710U	For electric current mutual inductor of the insulation detecting device for defect	2018-05-22
negative	62408417	CN207408538U	Is used in transformer the insulated sleeve tube defect detecting device	2018-05-25
negative	62467277	CN108152602A	Based on quantum coherent effect of the antenna gain measuring device	2018-06-12
negative	62491169	WO2018106215A1	QUANTUM CIRCUIT COMPONENTS WITH PLANAR JOSEPHSON JUNCTIONS	2018-06-14
negative	62547210	CN108182477A	Based on povm measuring the amount of the electronic sensing machine method for	2018-06-19
negative	62550283	CN108181594A	The exchange amount of the geometrical phase magnetometer	2018-06-19
negative	62599029	US10007885B1	Determining a modal amplitude of an inhomogeneous field with a quantum sensor	2018-06-26
negative	62604464	CN108206693A	Quantum interference device for atomic oscillator and electronic equipment	2018-06-26
negative	62604464	JP2018101886A	QUANTUM INTERFERENCE DEVICE, ATOMIC OSCILLATOR, ELECTRONIC EQUIPMENT AND MOBILE OBJECT	2018-06-28
negative	62604464	US20180198456A1	QUANTUM INTERFERENCE DEVICE, ATOMIC OSCILLATOR, AND ELECTRONIC APPARATUS	2018-07-12
negative	62625228	US20180177429A1	Detection Of Targeted Biological Substances Using Magnetic Relaxation Of Individual Nanoparticles	2018-06-28
negative	62776943	CN108267407A	An alkali metal atom the transverse spin relaxation time measurement device and method for measuring	2018-07-10
negative	62929526	CN108333551A	A magnetometer correcting method of	2018-07-27
negative	63076003	CN108385163A	Diamond transistor and based on diamond quantum defect in the centre of the inertia of the motion measuring device	2018-08-10
negative	63094211	CN108392195A	Is used for cardiovascular magnetic measurement of the driving magnetic shielding type laser pump magnetometer	2018-08-14
negative	63126184	CN108415064A	Polarization system of diamond color center nucleuses	2018-08-17
negative	63168072	CN108471310A	Quantum interference device for atomic oscillator electronic apparatus and mobile body	2018-08-31
negative	63168072	JP2018137397A	Quantum interference device, atomic oscillator, electronic device and mobile object	2018-08-30
negative	63168072	US20180241407A1	QUANTUM INTERFERENCE DEVICE, ATOMIC OSCILLATOR, AND ELECTRONIC APPARATUS	2018-08-23
negative	63199011	CN108445428A	A serf atom magnetometer electronic polarizability method for measuring	2018-08-24
negative	63249681	JP2018132729A	Quantum memory device	2018-08-23
negative	63381339	CN108508635A	Based on sige material of electric tuning the source wave guide structure and using the same structure mzi	2018-09-07
negative	63582436	US20180275208A1	PULSED RF METHODS FOR OPTIMIZATION OF CW MEASUREMENTS	2018-09-27
negative	63591048	JP2018146310A	MAGNETIC SENSOR AND BIOMAGNETIC MEASURING DEVICE	2018-09-20
negative	63694579	CN108627780A	Based on vector mathieu of the light beam of weak magnetic sensor system quantum	2018-10-09
negative	63749484	CN108646203A	This utility model claims a nanometer size of the micro wave magnetic field method for measuring	2018-10-12
negative	6423608	DE4102023A1	Core resonance spectroscopy method and arrangement for carrying out the method	1992-07-30
negative	6423608	EP0496447A1	NMR spectroscopy method and apparatus for carrying out the method	1992-07-29
negative	6423608	EP0496447B1	NMR spectroscopy method and apparatus for carrying out the method	1997-07-23
negative	6423608	JP3212119B2	Magnetic resonance spectrometer	2001-09-25
negative	6423608	JPH04354932A	MAGNETIC RESONANCE SPECTROMETRY AND APPARATUS	1992-12-09
negative	6423608	US5235278A	MAGNETIC RESONANCE SPECTROSCOPY METHOD AND DEVICE FOR PERFORMING THE METHOD	1993-08-10
negative	7680689	AU2002338378A1	Device and method for use in quantum cryptography	2002-10-21
negative	7680689	DE10117272A1	Apparatus and method for the quantum cryptography	2002-10-24
negative	7680689	DE10117272B4	Apparatus and method for the quantum cryptography	2005-04-28
negative	7680689	EP1374475A2	DEVICE AND METHOD FOR USE IN QUANTUM CRYPTOGRAPHY	2004-01-02
negative	7680689	US20040156502A1	Device and method for use in quantum crytography	2004-08-12
negative	7680689	US7400724B2	Device and method for use in quantum crytography	2008-07-15
negative	7680689	WO2002082714A2	DEVICE AND METHOD FOR USE IN QUANTUM CRYPTOGRAPHY	2002-10-17
negative	7680689	WO2002082714A3	DEVICE AND METHOD FOR USE IN QUANTUM CRYPTOGRAPHY	2003-09-25
negative	7845892	DE19746000A1	A method for detecting defective in workpieces, as well as plant and a magnetic field sensing apparatus for carrying out this method	1999-05-20
negative	7845892	DE19746000C2	A method for detecting defective in workpieces, as well as a magnetic field sensing apparatus for carrying out this method	2002-05-16
negative	7845892	DE59813992D1	A method for detecting defective in workpieces, as well as plant and the magnet field measuring device for carrying out this method	2007-06-14
negative	7845892	EP1025435A1	METHOD FOR DETECTING DEFECTS IN WORK PIECES AND FACILITY AND MAGNETIC FIELD MEASURING APPARATUS FOR IMPLEMENTING SAID METHOD	2000-08-09
negative	7845892	EP1025435B1	METHOD FOR DETECTING DEFECTS IN WORK PIECES AND FACILITY AND MAGNETIC FIELD MEASURING APPARATUS FOR IMPLEMENTING SAID METHOD	2007-05-02
negative	7845892	US6411085B1	Method for detecting defects in work pieces and facility and magnetic field measuring apparatus for implementing said method	2002-06-25
negative	7845892	WO1999021000A1	METHOD FOR DETECTING DEFECTS IN WORK PIECES AND FACILITY AND MAGNETIC FIELD MEASURING APPARATUS FOR IMPLEMENTING SAID METHOD	1999-04-29
negative	9434129	CA2107636A1	DETECTION CELL, DETECTOR, SENSOR AND SPECTROSCOPE	1994-04-06
negative	9434129	DE69329411D1	A detector cell, detector, sensor for spectroscope	2000-10-19
negative	9434129	DE69329411T2	A detector cell, detector, sensor for spectroscope	2001-03-29
negative	9434129	EP0593333A1	Detector cell, detector, sensor for spectroscope	1994-04-20
negative	9434129	EP0593333B1	Detector cell, detector, sensor for spectroscope	2000-09-13
negative	9434129	FR2696544A1	Sensor cell, detector, sensor and spectroscope.	1994-04-08
negative	9434129	FR2696544B1	Detection cell, the sensor, the sensor and spectroscope.	1995-06-23
negative	9434129	US5381001A	Detection cell, a detector, a sensor, and a spectroscope using a superconductive tunneling junction	1995-01-10
negative	9897321	AU7021900A	A memory device and a memory array	2002-02-18
negative	9897321	EP1328979A1	A MEMORY DEVICE AND A MEMORY ARRAY	2003-07-23
negative	9897321	GB0019618D0	Spin memory device	2000-09-27
negative	9897321	JP2004523097A	Memory array and memory device	2004-07-29
negative	9897321	WO2002013276A1	A MEMORY DEVICE AND A MEMORY ARRAY	2002-02-14
negative	9917526	AU2002310541A1	Downhole measurement of rock properties	2003-03-03
negative	9917526	CA2451407A1	DOWNHOLE MEASUREMENT OF ROCK PROPERTIES	2003-01-09
negative	9917526	EP1417516A2	DOWNHOLE MEASUREMENT OF ROCK PROPERTIES	2004-05-12
negative	9917526	GB0115809D0	Downhole measurement of rock properties	2001-08-22
negative	9917526	KR101195670B1	CONVERGENT COMMUNICATIONS PLATFORM AND METHOD FOR MOBILE AND ELECTRONIC COMMERCE IN A HETEROGENEOUS NETWORK ENVIRONMENT	2012-10-31
negative	9917526	KR20090110387A	CONVERGENT COMMUNICATIONS PLATFORM AND METHOD FOR MOBILE AND ELECTRONIC COMMERCE IN A HETEROGENEOUS NETWORK ENVIRONMENT	2009-10-21
negative	9917526	US20040196046A1	Downhole measurement of rock properties	2004-10-07
negative	9917526	WO2003003055A2	DOWNHOLE MEASUREMENT OF ROCK PROPERTIES	2003-01-09
negative	9917526	WO2003003055A3	DOWNHOLE MEASUREMENT OF ROCK PROPERTIES	2004-03-04
positive	14014999	JP3353597B2	The surface canning where resistance blade tipping Characteristic is superior manufacturing method null of the cemented carbide make cutting	2002-12-03
positive	14014999	JPH09279343A	Production method of surface-coated cemented carbide cutting tools with excellent chipping resistance	1997-10-28
positive	14630175	JP3517897B2	Quantum operation component and its use manner	2004-04-12
positive	14630175	JPH06302804A	Quantum operation component	1994-10-28
positive	14630175	US5440148A	Quantum operational device	1995-08-08
positive	14883933	JP2000315654A	Method of forming a quantum dot of nitride semiconductor by droplet epitaxy, which is the position control, quantum correlation gate device structure and quantum bit element structure in a quantum computer	2000-11-14
positive	14883933	JP3415068B2	Formation manner of the quantum dot of the nitride semiconductor by the liquid drop epitaxy which it is located is controlled, in the quantum computer quantum bit component structure and the quantum correlation gate component structure	2003-06-09
positive	15497116	JP3125332B2	The quantum dot tunnel component the information processing equipment and the information processing manner null which use	2001-01-15
positive	15497116	JPH0581449A	Information processing method and information processing apparatus using the same quantum Dotsutoton'neru element	1993-04-02
positive	15497116	US5613140A	Quantum dot-tunnel device which can be selectively excited by a first light emitting source and the information thus stored can be read with a second light emitting source	1997-03-18
positive	15497116	US5671437A	Quantum dot-tunnel device and information processing apparatus and method using same	1997-09-23
positive	16238740	JP2001021932A	QUANTUM COMPUTER	2001-01-26
positive	16238740	JP3949318B2	Quantum computer	2007-07-25
positive	16941751	JP2000068495A	QUANTUM BIT ELEMENT STRUCTURE IN QUANTUM COMPUTER AND QUANTUM CORRELATION GATE ELEMENT STRUCTURE	2000-03-03
positive	16941751	JP3656152B2	The quantum bit component structure in the quantum computer and the 1st quantum dot which	2005-06-08
positive	17171108	DE60010299D1	Ferromagnetic p - type zinc oxide single crystal and production method therefor	2004-06-03
positive	17171108	DE60010299T2	Ferromagnetic p - type zinc oxide single crystal and production method therefor	2005-01-13
positive	17171108	EP1219731A1	FERROMAGNETIC p-TYPE SINGLE CRYSTAL ZINC OXIDE AND METHOD FOR PREPARATION THEREOF	2002-07-03
positive	17171108	EP1219731A4	FERROMAGNETIC p-TYPE SINGLE CRYSTAL ZINC OXIDE AND METHOD FOR PREPARATION THEREOF	2003-05-21
positive	17171108	EP1219731B1	FERROMAGNETIC p-TYPE SINGLE CRYSTAL ZINC OXIDE AND METHOD FOR PREPARATION THEREOF	2004-04-28
positive	17171108	JP2001072496A	FERROMAGNETIC P-TYPE SINGLE CRYSTAL OF ZINC OXIDE AND ITS PRODUCTION	2001-03-21
positive	17171108	JP3953238B2	The ferromagnetic p die monocrystal zinc oxide which contains ferromagnetic p	2007-08-08
positive	17171108	KR100446144B1	FERROMAGNETIC P-TYPE SINGLE-CRYSTAL ZINC OXIDE METERIAL AND MANUFACTURING METHOD THEREOF	2004-08-30
positive	17171108	TW589417B	Ferromagnetic p-type single crystalline zinc oxide and its manufacturing method	2004-06-01
positive	17171108	US7022182B1	Ferromagnetic p-type single-crystal zinc oxide material and manufacturing method thereof	2006-04-04
positive	17171108	WO2001016411A1	FERROMAGNETIC p-TYPE SINGLE CRYSTAL ZINC OXIDE AND METHOD FOR PREPARATION THEREOF	2001-03-08
positive	18187145	JP2001144283A	QUANTUM DOT QUANTUM COMPUTER ELEMENT	2001-05-25
positive	18187145	JP4762391B2	The quantum dot where it designates the quantum	2011-08-31
positive	18583243	JP2001251178A	SINGLE MAGNETIC FLUX QUANTUM LOGIC CIRCUIT	2001-09-14
positive	18583243	JP4233195B2	Single flux quantum logic circuit	2009-03-04
positive	18583244	JP2001251179A	SINGLE MAGNETIC FLUX QUANTUM LOGIC CIRCUIT	2001-09-14
positive	18583244	JP4296248B2	The single fluxoid quantum	2009-07-15
positive	18640498	CN100364106C	Information processing structure body	2008-01-23
positive	18640498	CN100373631C	Information processing structure body	2008-03-05
positive	18640498	CN1197167C	Information processing structure body	2005-04-13
positive	18640498	CN1366712A	Information processing structure body	2002-08-28
positive	18640498	CN1604336A	Information processing structure body	2005-04-06
positive	18640498	CN1604337A	Information processing structure body	2005-04-06
positive	18640498	EP1198008A1	INFORMATION PROCESSING STRUCTURE	2002-04-17
positive	18640498	EP1198008A4	INFORMATION PROCESSING STRUCTURE	2003-10-01
positive	18640498	JP2001313386A	INFORMATION PROCESSING STRUCTURE	2001-11-09
positive	18640498	JP4873335B2	The quantum dot which consists of	2012-02-08
positive	18640498	TW508821B	Information processing structure	2002-11-01
positive	18640498	US20020134996A1	Information processing structures	2002-09-26
positive	18640498	US6661022B2	Information processing structures	2003-12-09
positive	18640498	WO2001084634A1	INFORMATION PROCESSING STRUCTURE	2001-11-08
positive	18813899	JP2002150778A	QUANTUM BIT ELEMENT, AND METHOD FOR EXTENDING DECOHERENCE TIME OF QUANTUM BIT	2002-05-24
positive	18813899	JP4087554B2	dekohirensu time extended manner null of the quantum bit component and the quantum	2008-05-21
positive	18989864	JP2002344307A	SINGLE FLUX QUANTUM LOGIC CIRCUIT AND SINGLE FLUX QUANTUM OUTPUT CONVERTER CIRCUIT	2002-11-29
positive	18989864	JP4681755B2	The single fluxoid quantum logic circuit and the single fluxoid quantum output converting circuit	2011-05-11
positive	18989864	US20020169079A1	Rapid single-flux-quantum logic circuit and rapid single-flux-quantum output conversion circuit	2002-11-14
positive	18989864	US6724216B2	Rapid single-flux-quantum logic circuit and rapid single-flux-quantum output conversion circuit	2004-04-20
positive	18993305	JP2002344306A	LOGIC GATE BASED ON SINGLE FLUX QUANTUM THEORY	2002-11-29
positive	19021802	JP2002374152A	SUPERCONDUCTING SINGLE MAGNETIC-FLUX-QUANTUM CIRCUIT	2002-12-26
positive	19021802	JP3806619B2	It is connected by the both ends	2006-08-09
positive	19021802	US20030016069A1	Superconducting single flux quantum circuit	2003-01-23
positive	19021802	US6608518B2	Superconducting single flux quantum circuit	2003-08-19
positive	19082267	JP2003067181A	QUANTUM COMPUTER AND CONTROL METHOD THEREFOR	2003-03-07
positive	19082267	JP3601787B2	The quantum computer and in the quantum	2004-12-15
positive	21828376	US20030111661A1	FINGER SQUID QUBIT DEVICE	2003-06-19
positive	21828376	US20030146429A1	Finger squid qubit device	2003-08-07
positive	21828376	US20030146430A1	Finger Squid qubit device	2003-08-07
positive	21828376	US6614047B2	Finger squid qubit device	2003-09-02
positive	21828376	US6812484B2	Finger squid qubit device	2004-11-02
positive	21828376	US6822255B2	Finger SQUID qubit device	2004-11-23
positive	21846082	EP1468399A1	QUANTUM COMPUTING INTEGRATED DEVELOPMENT ENVIRONMENT	2004-10-20
positive	21846082	JP2005513680A	Quantum computing integrated development environment	2005-05-12
positive	21846082	US20030121028A1	Quantum computing integrated development environment	2003-06-26
positive	21846082	US20030169041A1	Quantum computing integrated development environment	2003-09-11
positive	21846082	WO2003056512A1	QUANTUM COMPUTING INTEGRATED DEVELOPMENT ENVIRONMENT	2003-07-10
positive	22111908	US6456994B1	Computer for a quantum computer	2002-09-24
positive	22111908	USRE41900E1	Compiler for a quantum computer	2010-10-26
positive	22318333	US6437413B1	Crystal lattice quantum computer	2002-08-20
positive	22318333	WO2000030255A2	CRYSTAL LATTICE QUANTUM COMPUTER	2000-05-25
positive	22318333	WO2000030255A3	CRYSTAL LATTICE QUANTUM COMPUTER	2000-08-31
positive	22970739	EP1356414A2	QUANTUM-DOT TRIGGERED PHOTON AND TRIGGERED PHOTON PAIR	2003-10-29
positive	22970739	EP1356414A4	QUANTUM-DOT TRIGGERED PHOTON AND TRIGGERED PHOTON PAIR	2008-09-17
positive	22970739	JP2004518275A	Supply system and method of quantum dot trigger photon and trigger photon opposite 	2004-06-17
